pedido_id,cliente_id,fecha_pedido,fecha_entrega,estado,canal,metodo_pago,pais_envio,total_bruto,descuento_pct,total_neto,data_owner,clasificacion_dato
PED-000565,CLI-00034,2023-12-08,2023-12-11,devuelto,mobile,transferencia,Ecuador,2570986.91,0.06,2416727.7,ventas@retailtech.co,interno
PED-000566,CLI-00280,2024-11-06,2024-11-21,entregado,tienda_fisica,transferencia,Perú,1929101.61,0.3,1350371.13,ventas@retailtech.co,interno
PED-000567,CLI-00232,2023-10-17,,enviado,web,PSE,Chile,3232646.66,0.0,3232646.66,ventas@retailtech.co,interno
PED-000568,CLI-00099,2024-08-17,2024-08-31,entregado,mobile,transferencia,Ecuador,2490816.67,0.25,1868112.5,ventas@retailtech.co,interno
PED-000569,CLI-00007,2023-05-29,2023-06-02,entregado,tienda_fisica,credito_tienda,Colombia,2625629.25,0.0,2625629.25,ventas@retailtech.co,interno
PED-000570,CLI-00060,2023-06-01,2023-06-08,entregado,tienda_fisica,transferencia,México,2949768.82,0.13,2566298.87,ventas@retailtech.co,interno
PED-000571,CLI-00237,2023-05-01,2023-05-10,devuelto,mobile,tarjeta_credito,Colombia,3394801.23,0.18,2783737.01,ventas@retailtech.co,interno
PED-000572,CLI-00056,2024-05-15,2024-05-20,entregado,marketplace,transferencia,Chile,2293469.46,0.29,1628363.32,ventas@retailtech.co,interno
PED-000573,CLI-00298,2024-03-31,2024-04-06,entregado,mobile,tarjeta_credito,Argentina,430281.03,0.0,430281.03,ventas@retailtech.co,interno
PED-000574,CLI-00109,2024-08-09,2024-08-17,entregado,marketplace,transferencia,Ecuador,2615123.55,0.0,2615123.55,ventas@retailtech.co,interno
PED-000575,CLI-00112,2023-11-02,2023-11-12,entregado,marketplace,tarjeta_credito,Perú,1155170.69,0.0,1155170.69,ventas@retailtech.co,interno
PED-000576,CLI-00077,2024-07-03,2024-07-16,entregado,mobile,tarjeta_credito,México,1828181.38,0.15,1553954.17,ventas@retailtech.co,interno
PED-000577,CLI-00075,2024-12-12,,cancelado,web,PSE,Argentina,1952658.15,0.0,1952658.15,ventas@retailtech.co,interno
PED-000578,CLI-00077,2023-06-15,2023-06-17,entregado,tienda_fisica,efectivo,Argentina,2983789.12,0.0,2983789.12,ventas@retailtech.co,interno
PED-000579,CLI-00180,2024-11-04,,enviado,marketplace,PSE,Argentina,1069584.92,0.0,1069584.92,ventas@retailtech.co,interno
PED-000580,CLI-00061,2023-11-17,2023-11-26,entregado,web,PSE,Colombia,2131448.16,0.3,1492013.71,ventas@retailtech.co,interno
PED-000581,CLI-00214,2023-11-03,,enviado,tienda_fisica,PSE,Ecuador,491372.82,0.06,461890.45,ventas@retailtech.co,interno
PED-000582,CLI-00235,2023-03-18,2023-03-27,entregado,marketplace,tarjeta_credito,Chile,1351693.54,0.0,1351693.54,ventas@retailtech.co,interno
PED-000583,CLI-00118,2024-12-12,2024-12-15,entregado,tienda_fisica,credito_tienda,Ecuador,270189.21,0.0,270189.21,ventas@retailtech.co,interno
PED-000584,CLI-00255,2024-06-07,2024-06-17,entregado,marketplace,tarjeta_credito,Argentina,2879948.12,0.0,2879948.12,ventas@retailtech.co,interno
PED-000585,CLI-00199,2023-10-04,2023-10-06,entregado,web,efectivo,Chile,2401827.88,0.0,2401827.88,ventas@retailtech.co,interno
PED-000586,CLI-00138,2023-05-30,2023-06-13,entregado,marketplace,tarjeta_credito,Colombia,365365.32,0.08,336136.09,ventas@retailtech.co,interno
PED-000587,CLI-00209,2023-11-10,,enviado,tienda_fisica,credito_tienda,Chile,2828623.62,0.0,2828623.62,ventas@retailtech.co,interno
PED-000588,CLI-00237,2023-02-19,2023-02-22,entregado,marketplace,credito_tienda,México,2637758.38,0.0,2637758.38,ventas@retailtech.co,interno
PED-000589,CLI-00164,2024-12-04,2024-12-13,entregado,web,efectivo,Ecuador,520778.75,0.2,416623.0,ventas@retailtech.co,interno
PED-000590,CLI-00212,2024-11-25,2024-12-05,entregado,marketplace,credito_tienda,Chile,1615808.4,0.0,1615808.4,ventas@retailtech.co,interno
PED-000591,CLI-00055,2024-03-14,2024-03-23,entregado,tienda_fisica,transferencia,Chile,2853730.8,0.26,2111760.79,ventas@retailtech.co,interno
PED-000592,CLI-00101,2024-10-11,,cancelado,web,tarjeta_credito,Ecuador,2561586.78,0.0,2561586.78,ventas@retailtech.co,interno
PED-000593,CLI-00083,2024-05-19,2024-06-01,entregado,marketplace,transferencia,Argentina,1498343.09,0.29,1063823.59,ventas@retailtech.co,interno
PED-000195,CLI-00006,2024-11-24,2024-12-09,entregado,marketplace,credito_tienda,Ecuador,458303.26,0.0,458303.26,ventas@retailtech.co,interno
PED-000595,CLI-00264,2024-11-08,2024-11-23,entregado,mobile,credito_tienda,México,1860187.18,0.26,1376538.51,ventas@retailtech.co,interno
PED-000596,CLI-00225,2024-01-11,,enviado,mobile,efectivo,Colombia,3334880.52,0.15,2834648.44,ventas@retailtech.co,interno
PED-000597,CLI-00285,2024-11-26,2024-11-30,entregado,tienda_fisica,efectivo,México,3005876.41,0.26,2224348.54,ventas@retailtech.co,interno
PED-000598,CLI-00023,2024-10-08,,pendiente,marketplace,credito_tienda,Perú,780684.6,0.0,780684.6,ventas@retailtech.co,interno
PED-000191,CLI-00236,2023-01-07,,enviado,tienda_fisica,tarjeta_credito,Colombia,1254777.29,0.1,1129299.56,ventas@retailtech.co,interno
PED-000600,CLI-00287,2023-07-22,2023-07-24,entregado,web,PSE,Ecuador,3147322.1,0.0,3147322.1,ventas@retailtech.co,interno
PED-000601,CLI-00165,2024-04-26,2024-05-03,entregado,web,transferencia,Ecuador,1291622.55,0.0,1291622.55,ventas@retailtech.co,interno
PED-000204,CLI-00068,2023-06-15,,cancelado,mobile,efectivo,Colombia,2621141.53,0.0,2621141.53,ventas@retailtech.co,interno
PED-000603,CLI-00283,2024-03-07,,enviado,tienda_fisica,tarjeta_credito,Perú,582085.94,0.27,424922.74,ventas@retailtech.co,interno
PED-000604,CLI-00235,2024-05-22,2024-06-04,entregado,marketplace,PSE,Colombia,2635037.42,0.04,2529635.92,ventas@retailtech.co,interno
PED-000605,CLI-00146,2023-01-22,2023-01-25,devuelto,web,efectivo,Perú,1762503.24,0.0,1762503.24,ventas@retailtech.co,interno
PED-000606,CLI-00251,2023-01-09,2023-01-16,devuelto,mobile,credito_tienda,México,1005726.21,0.0,1005726.21,ventas@retailtech.co,interno
PED-000607,CLI-00153,2023-07-11,2023-07-15,entregado,marketplace,PSE,Perú,424694.47,0.0,424694.47,ventas@retailtech.co,interno
PED-000608,CLI-00092,2023-04-16,2023-04-28,entregado,mobile,tarjeta_credito,México,680624.76,0.18,558112.3,ventas@retailtech.co,interno
PED-000609,CLI-00034,2023-10-08,2023-10-12,entregado,marketplace,transferencia,Argentina,2167224.07,0.13,1885484.94,ventas@retailtech.co,interno
PED-000610,CLI-00250,2024-10-10,2024-10-14,entregado,web,efectivo,Colombia,1505613.6,0.0,1505613.6,ventas@retailtech.co,interno
PED-000611,CLI-00002,2023-10-15,2023-10-21,entregado,web,efectivo,México,3135494.16,0.07,2916009.57,ventas@retailtech.co,interno
PED-000612,CLI-00202,2023-10-14,2023-10-29,entregado,tienda_fisica,tarjeta_credito,Colombia,901614.09,0.13,784404.26,ventas@retailtech.co,interno
PED-000613,CLI-00221,2024-11-30,2024-12-09,entregado,mobile,efectivo,México,1277976.26,0.04,1226857.21,ventas@retailtech.co,interno
PED-000614,CLI-00027,2023-03-31,2023-04-15,entregado,mobile,PSE,Ecuador,2212716.23,0.0,2212716.23,ventas@retailtech.co,interno
PED-000615,CLI-00125,2023-04-12,2023-04-14,entregado,mobile,tarjeta_credito,México,1072630.55,0.19,868830.75,ventas@retailtech.co,interno
PED-000616,CLI-00208,2024-07-17,,enviado,tienda_fisica,transferencia,Ecuador,2663759.17,0.27,1944544.19,ventas@retailtech.co,interno
PED-000617,CLI-00015,2024-03-22,2024-03-24,entregado,mobile,credito_tienda,Chile,1845075.6,0.0,1845075.6,ventas@retailtech.co,interno
PED-000618,CLI-00117,2023-05-13,2023-05-18,entregado,marketplace,transferencia,Ecuador,1992457.32,0.0,1992457.32,ventas@retailtech.co,interno
PED-000619,CLI-00230,2024-06-09,2024-06-11,entregado,marketplace,credito_tienda,Chile,2633779.08,0.0,2633779.08,ventas@retailtech.co,interno
PED-000526,CLI-00269,2023-01-04,2023-01-07,entregado,tienda_fisica,efectivo,México,2082591.82,0.0,2082591.82,ventas@retailtech.co,interno
PED-000621,CLI-00179,2023-10-02,2023-10-11,entregado,web,PSE,Chile,803154.84,0.0,803154.84,ventas@retailtech.co,interno
PED-000622,CLI-00072,2023-10-04,2023-10-18,devuelto,web,efectivo,Ecuador,890303.06,0.19,721145.48,ventas@retailtech.co,interno
PED-000623,CLI-00082,2024-01-13,2024-01-19,entregado,marketplace,credito_tienda,Chile,2476479.47,0.0,2476479.47,ventas@retailtech.co,interno
PED-000624,CLI-00107,2023-02-28,2023-03-11,entregado,tienda_fisica,tarjeta_credito,Argentina,786996.58,0.25,590247.43,ventas@retailtech.co,interno
PED-000625,CLI-00129,2024-08-20,2024-08-22,entregado,marketplace,PSE,Chile,3311155.66,0.21,2615812.97,ventas@retailtech.co,interno
PED-000626,CLI-00255,2024-08-18,2024-08-29,entregado,tienda_fisica,PSE,Perú,565854.13,0.23,435707.68,ventas@retailtech.co,interno
PED-000627,CLI-00289,2023-07-05,,enviado,mobile,efectivo,Colombia,2859203.01,0.0,2859203.01,ventas@retailtech.co,interno
PED-000628,CLI-00046,2023-07-01,2023-07-15,entregado,marketplace,PSE,Perú,2137181.72,0.0,2137181.72,ventas@retailtech.co,interno
PED-000629,CLI-00009,2024-02-17,,cancelado,web,transferencia,Perú,1855555.46,0.0,1855555.46,ventas@retailtech.co,interno
PED-000630,CLI-00053,2023-01-14,,pendiente,tienda_fisica,PSE,Ecuador,176996.65,0.19,143367.29,ventas@retailtech.co,interno
PED-000631,CLI-00054,2023-01-10,2023-01-23,entregado,mobile,PSE,Perú,2583057.0,0.0,2583057.0,ventas@retailtech.co,interno
PED-000632,CLI-00036,2024-03-30,2024-04-13,entregado,tienda_fisica,credito_tienda,Colombia,1177853.21,0.0,1177853.21,ventas@retailtech.co,interno
PED-000633,CLI-00243,2023-02-15,,pendiente,mobile,tarjeta_credito,México,1056166.26,0.0,1056166.26,ventas@retailtech.co,interno
PED-000634,CLI-00227,2024-03-13,,pendiente,web,transferencia,México,1252751.94,0.0,1252751.94,ventas@retailtech.co,interno
PED-000635,CLI-00215,2023-08-18,2023-08-20,devuelto,web,tarjeta_credito,Argentina,290107.55,0.08,266898.95,ventas@retailtech.co,interno
PED-000636,CLI-00092,2024-03-14,,enviado,tienda_fisica,credito_tienda,Chile,2108649.91,0.0,2108649.91,ventas@retailtech.co,interno
PED-000637,CLI-00050,2023-04-17,2023-04-22,entregado,web,PSE,Ecuador,3266764.37,0.2,2613411.5,ventas@retailtech.co,interno
PED-000638,CLI-00282,2023-06-01,,enviado,web,tarjeta_credito,Argentina,2531668.54,0.0,2531668.54,ventas@retailtech.co,interno
PED-000639,CLI-00228,2023-10-13,2023-10-16,entregado,tienda_fisica,efectivo,Perú,3481831.6,0.0,3481831.6,ventas@retailtech.co,interno
PED-000640,CLI-00152,2024-12-11,2024-12-18,entregado,marketplace,transferencia,Argentina,505318.94,0.19,409308.34,ventas@retailtech.co,interno
PED-000641,CLI-00247,2024-06-30,2024-07-08,entregado,mobile,tarjeta_credito,México,2879379.59,0.0,2879379.59,ventas@retailtech.co,interno
PED-000642,CLI-00068,2023-07-28,2023-08-11,entregado,web,efectivo,Chile,1965351.28,0.0,1965351.28,ventas@retailtech.co,interno
PED-000643,CLI-00247,2023-05-23,,cancelado,mobile,PSE,México,525887.34,0.0,525887.34,ventas@retailtech.co,interno
PED-000644,CLI-00017,2023-05-22,,enviado,marketplace,efectivo,Colombia,2442838.06,0.0,2442838.06,ventas@retailtech.co,interno
PED-000645,CLI-00019,2024-11-09,2024-11-19,entregado,mobile,efectivo,México,2935094.25,0.0,2935094.25,ventas@retailtech.co,interno
PED-000646,CLI-00110,2023-03-20,,enviado,marketplace,PSE,Ecuador,2912961.28,0.0,2912961.28,ventas@retailtech.co,interno
PED-000647,CLI-00009,2023-11-03,2023-11-11,entregado,tienda_fisica,tarjeta_credito,México,1197246.04,0.0,1197246.04,ventas@retailtech.co,interno
PED-000648,CLI-00008,2024-10-19,,enviado,marketplace,transferencia,Ecuador,2635186.93,0.0,2635186.93,ventas@retailtech.co,interno
PED-000649,CLI-00141,2024-04-10,2024-04-19,devuelto,marketplace,PSE,Chile,2012926.34,0.08,1851892.23,ventas@retailtech.co,interno
PED-000650,CLI-00137,2024-06-18,2024-06-25,devuelto,marketplace,PSE,Ecuador,761228.25,0.04,730779.12,ventas@retailtech.co,interno
PED-000651,CLI-00238,2024-09-11,2024-09-25,devuelto,marketplace,PSE,Colombia,2431182.42,0.0,2431182.42,ventas@retailtech.co,interno
PED-000652,CLI-00216,2024-10-24,,cancelado,tienda_fisica,tarjeta_credito,México,962970.47,0.0,962970.47,ventas@retailtech.co,interno
PED-000653,CLI-00189,2024-07-08,2024-07-10,entregado,mobile,credito_tienda,México,2099959.88,0.0,2099959.88,ventas@retailtech.co,interno
PED-000654,CLI-00285,2023-02-03,2023-02-07,entregado,web,tarjeta_credito,Chile,3418904.43,0.0,3418904.43,ventas@retailtech.co,interno
PED-000655,CLI-00234,2023-11-13,,enviado,mobile,efectivo,Perú,1264355.77,0.0,1264355.77,ventas@retailtech.co,interno
PED-000656,CLI-00295,2023-05-13,2023-05-25,entregado,mobile,tarjeta_credito,Argentina,3140376.35,0.1,2826338.72,ventas@retailtech.co,interno
PED-000657,CLI-00051,2024-05-03,2024-05-13,entregado,web,PSE,México,585249.94,0.01,579397.44,ventas@retailtech.co,interno
PED-000658,CLI-00294,2024-10-31,,cancelado,tienda_fisica,transferencia,México,2521977.01,0.0,2521977.01,ventas@retailtech.co,interno
PED-000659,CLI-00229,2024-01-04,2024-01-14,entregado,mobile,PSE,Argentina,3120112.76,0.13,2714498.1,ventas@retailtech.co,interno
PED-000660,CLI-00189,2023-06-06,2023-06-16,entregado,web,transferencia,Colombia,2821424.39,0.15,2398210.73,ventas@retailtech.co,interno
PED-000661,CLI-00211,2023-06-23,2023-07-08,entregado,web,tarjeta_credito,México,261862.39,0.0,261862.39,ventas@retailtech.co,interno
PED-000662,CLI-00085,2024-04-16,2024-04-21,entregado,web,credito_tienda,Perú,2676933.63,0.29,1900622.88,ventas@retailtech.co,interno
PED-000663,CLI-00080,2023-10-21,,pendiente,marketplace,efectivo,Argentina,3003078.33,0.0,3003078.33,ventas@retailtech.co,interno
PED-000664,CLI-00162,2023-11-18,,cancelado,web,credito_tienda,Ecuador,2395648.12,0.0,2395648.12,ventas@retailtech.co,interno
PED-000665,CLI-00223,2023-09-08,,enviado,mobile,credito_tienda,Perú,562103.76,0.17,466546.12,ventas@retailtech.co,interno
PED-000666,CLI-00276,2023-08-17,,cancelado,marketplace,credito_tienda,Perú,1631418.04,0.0,1631418.04,ventas@retailtech.co,interno
PED-000667,CLI-00124,2023-07-04,,enviado,marketplace,efectivo,Colombia,3230655.35,0.28,2326071.85,ventas@retailtech.co,interno
PED-000668,CLI-00268,2024-09-10,2024-09-18,entregado,web,credito_tienda,México,2600964.55,0.0,2600964.55,ventas@retailtech.co,interno
PED-000669,CLI-00225,2023-05-30,2023-06-10,devuelto,web,efectivo,Perú,1999517.84,0.0,1999517.84,ventas@retailtech.co,interno
PED-000670,CLI-00248,2023-08-07,2023-08-08,devuelto,tienda_fisica,efectivo,Ecuador,104726.01,0.0,104726.01,ventas@retailtech.co,interno
PED-000671,CLI-00267,2023-05-26,,enviado,marketplace,credito_tienda,México,1432612.97,0.0,1432612.97,ventas@retailtech.co,interno
PED-000672,CLI-00182,2023-09-23,2023-09-26,entregado,mobile,PSE,Chile,3158205.04,0.03,3063458.89,ventas@retailtech.co,interno
PED-000673,CLI-00258,2024-05-08,2024-05-16,devuelto,tienda_fisica,credito_tienda,Perú,2748904.44,0.0,2748904.44,ventas@retailtech.co,interno
PED-000674,CLI-00090,2024-07-28,,cancelado,tienda_fisica,efectivo,Colombia,295385.28,0.18,242215.93,ventas@retailtech.co,interno
PED-000675,CLI-00239,2024-04-14,,enviado,tienda_fisica,credito_tienda,Ecuador,1124517.24,0.15,955839.65,ventas@retailtech.co,interno
PED-000676,CLI-00060,2024-04-06,,pendiente,web,PSE,Ecuador,2229168.36,0.26,1649584.59,ventas@retailtech.co,interno
PED-000677,CLI-00209,2024-03-06,2024-03-18,devuelto,mobile,PSE,Ecuador,602201.07,0.0,602201.07,ventas@retailtech.co,interno
PED-000678,CLI-00077,2023-01-15,2023-01-21,entregado,marketplace,transferencia,Perú,3140875.82,0.0,3140875.82,ventas@retailtech.co,interno
PED-000679,CLI-00070,2023-12-27,2024-01-10,entregado,mobile,transferencia,Perú,1843015.13,0.0,1843015.13,ventas@retailtech.co,interno
PED-000680,CLI-00258,2024-07-20,2024-07-30,entregado,tienda_fisica,credito_tienda,Colombia,1539669.67,0.0,1539669.67,ventas@retailtech.co,interno
PED-000681,CLI-00062,2023-04-17,2023-04-19,devuelto,marketplace,credito_tienda,Argentina,1454196.83,0.18,1192441.4,ventas@retailtech.co,interno
PED-000682,CLI-00268,2024-11-14,,cancelado,marketplace,tarjeta_credito,México,1486726.98,0.0,1486726.98,ventas@retailtech.co,interno
PED-000683,CLI-00233,2023-05-08,,cancelado,web,efectivo,México,2783285.48,0.0,2783285.48,ventas@retailtech.co,interno
PED-000684,CLI-00148,2023-10-02,2023-10-17,entregado,web,transferencia,Colombia,3161788.9,0.09,2877227.9,ventas@retailtech.co,interno
PED-000685,CLI-00193,2023-06-07,,pendiente,tienda_fisica,PSE,Argentina,1828397.28,0.25,1371297.96,ventas@retailtech.co,interno
PED-000686,CLI-00251,2023-09-05,2023-09-14,devuelto,mobile,transferencia,Ecuador,2264409.39,0.06,2128544.83,ventas@retailtech.co,interno
PED-000687,CLI-00078,2023-11-22,,enviado,web,credito_tienda,Perú,1544970.51,0.0,1544970.51,ventas@retailtech.co,interno
PED-000688,CLI-00058,2024-10-04,,cancelado,web,tarjeta_credito,Perú,577709.76,0.25,433282.32,ventas@retailtech.co,interno
PED-000689,CLI-00051,2024-08-30,,pendiente,marketplace,tarjeta_credito,Ecuador,2172896.26,0.0,2172896.26,ventas@retailtech.co,interno
PED-000690,CLI-00182,2024-04-09,2024-04-20,entregado,mobile,credito_tienda,México,858033.55,0.11,763649.86,ventas@retailtech.co,interno
PED-000691,CLI-00089,2024-01-23,2024-02-05,entregado,web,credito_tienda,Colombia,204827.31,0.0,204827.31,ventas@retailtech.co,interno
PED-000692,CLI-00109,2024-09-02,,enviado,web,tarjeta_credito,Perú,517877.97,0.0,517877.97,ventas@retailtech.co,interno
PED-000693,CLI-00047,2023-08-01,,cancelado,marketplace,tarjeta_credito,México,1731353.43,0.0,1731353.43,ventas@retailtech.co,interno
PED-000694,CLI-00109,2024-01-20,2024-02-04,entregado,tienda_fisica,tarjeta_credito,México,3181350.84,0.0,3181350.84,ventas@retailtech.co,interno
PED-000695,CLI-00004,2024-10-08,2024-10-18,entregado,mobile,credito_tienda,Ecuador,1216266.32,0.04,1167615.67,ventas@retailtech.co,interno
PED-000696,CLI-00135,2023-05-05,2023-05-09,entregado,tienda_fisica,tarjeta_credito,México,1825032.35,0.16,1533027.17,ventas@retailtech.co,interno
PED-000697,CLI-00165,2023-05-22,,pendiente,tienda_fisica,transferencia,México,2553910.05,0.0,2553910.05,ventas@retailtech.co,interno
PED-000698,CLI-00291,2023-12-23,2024-01-04,devuelto,marketplace,credito_tienda,Perú,1047765.05,0.0,1047765.05,ventas@retailtech.co,interno
PED-000699,CLI-00232,2023-09-14,2023-09-17,devuelto,web,credito_tienda,Argentina,2964974.33,0.0,2964974.33,ventas@retailtech.co,interno
PED-000700,CLI-00167,2023-07-30,2023-08-11,entregado,tienda_fisica,credito_tienda,Colombia,3092929.23,0.0,3092929.23,ventas@retailtech.co,interno
PED-000701,CLI-00042,2024-03-15,2024-03-19,entregado,marketplace,PSE,Colombia,1324512.69,0.0,1324512.69,ventas@retailtech.co,interno
PED-000702,CLI-00211,2023-09-17,2023-09-27,devuelto,marketplace,tarjeta_credito,Colombia,2123490.28,0.0,2123490.28,ventas@retailtech.co,interno
PED-000703,CLI-00135,2023-11-27,,enviado,tienda_fisica,efectivo,México,671054.25,0.0,671054.25,ventas@retailtech.co,interno
PED-000704,CLI-00276,2023-05-06,2023-05-07,entregado,tienda_fisica,PSE,Argentina,62881.06,0.0,62881.06,ventas@retailtech.co,interno
PED-000705,CLI-00048,2023-10-18,,enviado,marketplace,transferencia,Chile,382647.67,0.16,321424.04,ventas@retailtech.co,interno
PED-000706,CLI-00168,2023-07-22,,cancelado,marketplace,tarjeta_credito,Colombia,2814470.04,0.0,2814470.04,ventas@retailtech.co,interno
PED-000707,CLI-00013,2024-09-07,2024-09-13,entregado,web,transferencia,Chile,846566.16,0.0,846566.16,ventas@retailtech.co,interno
PED-000708,CLI-00203,2024-02-17,,enviado,web,tarjeta_credito,Perú,1878797.86,0.0,1878797.86,ventas@retailtech.co,interno
PED-000709,CLI-00191,2024-03-01,,enviado,marketplace,credito_tienda,Colombia,2644080.67,0.08,2432554.22,ventas@retailtech.co,interno
PED-000710,CLI-00222,2024-12-14,2024-12-22,entregado,web,tarjeta_credito,México,2252812.55,0.0,2252812.55,ventas@retailtech.co,interno
PED-000711,CLI-00258,2023-01-11,,pendiente,mobile,PSE,Colombia,3477552.79,0.0,3477552.79,ventas@retailtech.co,interno
PED-000712,CLI-00034,2024-01-13,,enviado,tienda_fisica,tarjeta_credito,Colombia,42171.22,0.16,35423.82,ventas@retailtech.co,interno
PED-000713,CLI-00225,2023-11-08,,pendiente,tienda_fisica,PSE,México,1169418.19,0.0,1169418.19,ventas@retailtech.co,interno
PED-000714,CLI-00242,2023-05-03,2023-05-06,entregado,marketplace,tarjeta_credito,Argentina,539305.15,0.0,539305.15,ventas@retailtech.co,interno
PED-000715,CLI-00140,2024-08-14,2024-08-22,entregado,web,efectivo,Chile,1143641.99,0.29,811985.81,ventas@retailtech.co,interno
PED-000716,CLI-00050,2023-12-28,2024-01-06,entregado,web,transferencia,Colombia,2273791.6,0.07,2114626.19,ventas@retailtech.co,interno
PED-000717,CLI-00205,2024-11-17,2024-11-21,entregado,mobile,credito_tienda,Argentina,1363084.27,0.0,1363084.27,ventas@retailtech.co,interno
PED-000718,CLI-00065,2023-11-17,2023-11-30,entregado,mobile,PSE,Chile,2302130.45,0.21,1818683.06,ventas@retailtech.co,interno
PED-000719,CLI-00248,2024-04-08,2024-04-22,entregado,mobile,efectivo,Argentina,1415712.05,0.06,1330769.33,ventas@retailtech.co,interno
PED-000720,CLI-00114,2023-05-31,2023-06-08,entregado,tienda_fisica,tarjeta_credito,Perú,860954.55,0.22,671544.55,ventas@retailtech.co,interno
PED-000721,CLI-00252,2024-04-08,2024-04-14,entregado,mobile,PSE,Perú,3246073.83,0.0,3246073.83,ventas@retailtech.co,interno
PED-000722,CLI-00226,2024-06-04,2024-06-10,entregado,marketplace,PSE,Chile,972246.31,0.0,972246.31,ventas@retailtech.co,interno
PED-000723,CLI-00254,2023-06-30,,enviado,web,tarjeta_credito,Ecuador,1865230.57,0.0,1865230.57,ventas@retailtech.co,interno
PED-000724,CLI-00147,2023-04-24,2023-04-28,entregado,web,credito_tienda,Colombia,3135328.15,0.0,3135328.15,ventas@retailtech.co,interno
PED-000725,CLI-00165,2024-09-27,2024-10-09,entregado,marketplace,PSE,México,377032.35,0.12,331788.47,ventas@retailtech.co,interno
PED-000726,CLI-00059,2023-12-22,2024-01-02,entregado,mobile,credito_tienda,Ecuador,2097189.05,0.0,2097189.05,ventas@retailtech.co,interno
PED-000727,CLI-00114,2023-11-09,2023-11-23,entregado,tienda_fisica,transferencia,México,1120015.93,0.07,1041614.81,ventas@retailtech.co,interno
PED-000728,CLI-00050,2024-11-13,2024-11-21,devuelto,mobile,tarjeta_credito,Argentina,97373.3,0.0,97373.3,ventas@retailtech.co,interno
PED-000729,CLI-00030,2024-04-30,2024-05-10,entregado,web,credito_tienda,Ecuador,3059434.42,0.0,3059434.42,ventas@retailtech.co,interno
PED-000730,CLI-00062,2023-08-22,2023-08-31,devuelto,tienda_fisica,efectivo,Perú,2648598.86,0.0,2648598.86,ventas@retailtech.co,interno
PED-000731,CLI-00009,2023-12-26,2024-01-04,entregado,tienda_fisica,efectivo,Ecuador,1715564.27,0.0,1715564.27,ventas@retailtech.co,interno
PED-000732,CLI-00166,2024-06-14,2024-06-27,entregado,web,PSE,Perú,2956847.49,0.26,2188067.14,ventas@retailtech.co,interno
PED-000733,CLI-00252,2024-11-06,,cancelado,tienda_fisica,PSE,Ecuador,132393.75,0.11,117830.44,ventas@retailtech.co,interno
PED-000734,CLI-00265,2024-01-22,,enviado,mobile,efectivo,Ecuador,3073075.52,0.29,2181883.62,ventas@retailtech.co,interno
PED-000735,CLI-00117,2023-12-06,2023-12-13,entregado,web,credito_tienda,Argentina,3309801.09,0.0,3309801.09,ventas@retailtech.co,interno
PED-000736,CLI-00208,2024-09-19,2024-09-21,entregado,tienda_fisica,tarjeta_credito,Colombia,1606221.17,0.0,1606221.17,ventas@retailtech.co,interno
PED-000737,CLI-00099,2024-12-02,2024-12-05,entregado,tienda_fisica,transferencia,Chile,547041.44,0.0,547041.44,ventas@retailtech.co,interno
PED-000738,CLI-00077,2023-10-29,,enviado,web,transferencia,Chile,167312.0,0.0,167312.0,ventas@retailtech.co,interno
PED-000739,CLI-00175,2023-12-27,,pendiente,mobile,tarjeta_credito,Ecuador,898731.28,0.0,898731.28,ventas@retailtech.co,interno
PED-000740,CLI-00280,2023-07-21,2023-07-28,entregado,tienda_fisica,PSE,Ecuador,305494.84,0.0,305494.84,ventas@retailtech.co,interno
PED-000741,CLI-00190,2024-03-08,2024-03-15,entregado,mobile,credito_tienda,Perú,932881.67,0.03,904895.22,ventas@retailtech.co,interno
PED-000742,CLI-00083,2023-11-27,2023-12-10,entregado,marketplace,credito_tienda,México,2399541.11,0.0,2399541.11,ventas@retailtech.co,interno
PED-000743,CLI-00223,2023-03-29,2023-04-03,entregado,marketplace,tarjeta_credito,México,2208407.92,0.0,2208407.92,ventas@retailtech.co,interno
PED-000744,CLI-00212,2024-12-11,2024-12-17,entregado,marketplace,transferencia,Perú,2405942.4,0.0,2405942.4,ventas@retailtech.co,interno
PED-000745,CLI-00085,2024-04-17,2024-04-18,devuelto,tienda_fisica,PSE,Argentina,2689524.72,0.01,2662629.47,ventas@retailtech.co,interno
PED-000746,CLI-00232,2023-05-11,2023-05-21,entregado,mobile,transferencia,Ecuador,1990371.74,0.0,1990371.74,ventas@retailtech.co,interno
PED-000747,CLI-00065,2024-06-14,,pendiente,tienda_fisica,credito_tienda,Colombia,213853.16,0.0,213853.16,ventas@retailtech.co,interno
PED-000748,CLI-00299,2024-08-02,,cancelado,web,PSE,Argentina,1176293.9,0.0,1176293.9,ventas@retailtech.co,interno
PED-000749,CLI-00095,2024-05-22,,enviado,tienda_fisica,efectivo,Ecuador,3135306.89,0.0,3135306.89,ventas@retailtech.co,interno
PED-000750,CLI-00002,2023-01-07,2023-01-20,devuelto,mobile,credito_tienda,Colombia,2415017.07,0.0,2415017.07,ventas@retailtech.co,interno
PED-000751,CLI-00231,2023-09-11,2023-09-15,entregado,web,tarjeta_credito,Chile,110680.93,0.0,110680.93,ventas@retailtech.co,interno
PED-000752,CLI-00259,2023-07-08,2023-07-22,entregado,web,transferencia,México,2970855.79,0.0,2970855.79,ventas@retailtech.co,interno
